imgUrl,link,l1,l2,grass_region,MTD ADO,MTD ADG,MoM ADO,MoM ADG
https://cf.shopee.com.br/file/cn-11134207-820l4-mg1p8lgm524pf9,http://shopee.com.br/product/1584386093/42025249017,Art Supplies,Canvases & Easels,BR,11.67,153.29,0.37,0.46
https://cf.shopee.com.br/file/cn-11134207-820l4-mhk7xglvruv88f,http://shopee.com.br/product/1573558639/44375673626,Art Supplies,Canvases & Easels,BR,5.15,77.03,,
https://cf.shopee.com.br/file/sg-11134201-8261i-mlrjptfjogedec,http://shopee.com.br/product/1582998885/48250003150,Art Supplies,Canvases & Easels,BR,2.80,36.20,-0.63,-0.62
https://cf.shopee.com.br/file/cn-11134207-820l4-me6ozi5q6f46b0,http://shopee.com.br/product/1502507139/24496800480,Art Supplies,Canvases & Easels,BR,2.04,11.55,0.71,0.73
https://cf.shopee.com.br/file/cn-11134207-820l4-mg1p8lgm524pf9,http://shopee.com.br/product/1582998908/49555069892,Art Supplies,Canvases & Easels,BR,1.60,18.77,2.73,2.58
https://cf.shopee.com.br/file/cn-11134207-820l4-mg3ili7ds362e6,http://shopee.com.br/product/1480010720/41975326526,Art Supplies,Canvases & Easels,BR,1.15,14.46,3.95,3.36
https://cf.shopee.com.br/file/cn-11134207-820l4-mlbvhf8mnpqc1d,http://shopee.com.br/product/1573558630/41026648360,Art Supplies,Canvases & Easels,BR,1.15,15.02,,
https://cf.shopee.com.br/file/cn-11134207-820l4-mg1p8lgqo0086e,http://shopee.com.br/product/1420680561/44750185037,Art Supplies,Canvases & Easels,BR,1.15,20.92,0.26,0.87
https://cf.shopee.com.br/file/cn-11134207-820l4-mg3biip4ta1bac,http://shopee.com.br/product/1582998908/28093236439,Art Supplies,Canvases & Easels,BR,1.00,11.45,,
https://cf.shopee.com.br/file/cn-11134207-820l4-mhbuefjgfwuia5,http://shopee.com.br/product/1302998599/56401888524,Art Supplies,Canvases & Easels,BR,0.88,10.47,,
https://cf.shopee.com.br/file/cn-11134207-820l4-mjs70sxtci6f0c,http://shopee.com.br/product/1480010733/40125493735,Art Supplies,Canvases & Easels,BR,0.55,7.55,-0.56,-0.62
https://cf.shopee.com.br/file/sg-11134201-7rdxo-lz75dkm865i2b9,http://shopee.com.br/product/217840525/24935350362,Art Supplies,Canvases & Easels,BR,0.50,6.42,0.08,1.02
https://cf.shopee.com.br/file/cn-11134207-820l4-megtoxm5aux108,http://shopee.com.br/product/1125085057/43618030258,Art Supplies,Canvases & Easels,BR,0.45,2.87,-0.55,-0.49
https://cf.shopee.com.br/file/cn-11134207-820l4-mg1p8lgm3nk98f,http://shopee.com.br/product/1420698522/42875501288,Art Supplies,Canvases & Easels,BR,0.45,5.90,1.52,1.80
https://cf.shopee.com.br/file/cn-11134207-7r98o-lsuxt5uduz8d59,http://shopee.com.br/product/184008874/24569010571,Art Supplies,Canvases & Easels,BR,0.35,3.57,0.63,-0.09
https://cf.shopee.com.br/file/sg-11134201-8259f-mg20ovpnaney64,http://shopee.com.br/product/1420680577/40975152175,Art Supplies,Canvases & Easels,BR,0.35,4.12,0.40,0.17
https://cf.shopee.com.br/file/c4a1de15a6d4814a02123f981e918ffb,http://shopee.com.br/product/342017780/11405720740,Art Supplies,Canvases & Easels,BR,0.35,10.70,-0.46,0.18
https://cf.shopee.com.br/file/cn-11134207-820l4-mg1p8lgm3nk98f,http://shopee.com.br/product/1304138447/43775484291,Art Supplies,Canvases & Easels,BR,0.35,4.24,-0.11,-0.13
https://cf.shopee.com.br/file/cn-11134207-820l4-mijygvvnxceg45,http://shopee.com.br/product/1692923763/45353461559,Art Supplies,Canvases & Easels,BR,0.30,2.28,7.40,6.45
https://cf.shopee.com.br/file/cn-11134207-7ras8-m8eiz4yzim4y99,http://shopee.com.br/product/1302998599/26632872771,Art Supplies,Canvases & Easels,BR,0.30,2.04,0.60,0.40
https://cf.shopee.com.br/file/cn-11134207-820l4-mjtc2qqmhfr54c,http://shopee.com.br/product/1615206365/40725864208,Art Supplies,Canvases & Easels,BR,0.30,2.16,-0.71,-0.70
https://cf.shopee.com.br/file/sg-11134201-7rbk1-lpev1skoz99h84,http://shopee.com.br/product/427563980/22563104348,Art Supplies,Canvases & Easels,BR,0.30,3.74,0.68,1.30
https://cf.shopee.com.br/file/cn-11134207-820l4-micq80ptaxa98e,http://shopee.com.br/product/1573559062/57401794957,Art Supplies,Canvases & Easels,BR,0.25,2.85,,
https://cf.shopee.com.br/file/cn-11134207-820l4-mg1p8lgm3nk98f,http://shopee.com.br/product/1582998897/50702388518,Art Supplies,Canvases & Easels,BR,0.25,3.78,-0.30,-0.13
https://cf.shopee.com.br/file/sg-11134201-7rdwg-lym6zks7t12v4f,http://shopee.com.br/product/296159885/11947713902,Art Supplies,Canvases & Easels,BR,0.20,2.43,4.60,6.47
https://cf.shopee.com.br/file/7f01d7e6fe1c29b538c7a8e00e4962dc,http://shopee.com.br/product/342017780/10706752517,Art Supplies,Canvases & Easels,BR,0.19,2.30,1.63,2.78
https://cf.shopee.com.br/file/cn-11134207-820l4-mlhn5uyfrm6ga3,http://shopee.com.br/product/1354650881/41774910279,Art Supplies,Canvases & Easels,BR,0.15,1.72,-0.16,-0.33
https://cf.shopee.com.br/file/cn-11134207-820l4-mg9aycrehrm4f1,http://shopee.com.br/product/1283685748/44950159697,Art Supplies,Canvases & Easels,BR,0.15,2.22,3.20,3.38
https://cf.shopee.com.br/file/sg-11134201-7repn-m8ljph2q744n05,http://shopee.com.br/product/207147134/28633507343,Art Supplies,Canvases & Easels,BR,0.15,3.32,0.40,1.12
https://cf.shopee.com.br/file/sg-11134201-824jc-mdwyihm0abczaa,http://shopee.com.br/product/594020822/40215278333,Art Supplies,Canvases & Easels,BR,0.10,0.81,1.80,1.44
https://cf.shopee.com.br/file/sg-11134201-82622-mk990reueps10a,http://shopee.com.br/product/1006215031/57553553984,Art Supplies,Canvases & Easels,BR,0.10,1.45,0.40,0.70
https://cf.shopee.com.br/file/cn-11134207-820l4-mk0m632l40ecf5,http://shopee.com.br/product/1397458768/41824905261,Art Supplies,Canvases & Easels,BR,0.10,1.86,-0.69,-0.51
https://cf.shopee.com.br/file/cn-11134207-820l4-mi0270jnj4e815,http://shopee.com.br/product/1650771726/29293776975,Art Supplies,Canvases & Easels,BR,0.10,0.49,1.80,2.01
https://cf.shopee.com.br/file/cn-11134207-820l4-mg1p8lgm524pf9,http://shopee.com.br/product/1582998871/40275174511,Art Supplies,Canvases & Easels,BR,0.10,1.23,1.80,2.07
https://cf.shopee.com.br/file/cn-11134207-820l4-mlvzxlu458un82,http://shopee.com.br/product/1594827020/47601913525,Art Supplies,Canvases & Easels,BR,0.10,1.07,,
https://cf.shopee.com.br/file/sg-11134201-7rbn4-m626wedme1p3da,http://shopee.com.br/product/235623412/29475685092,Art Supplies,Canvases & Easels,BR,0.10,1.88,0.40,0.31
https://cf.shopee.com.br/file/sg-11134201-8258y-mgcvm7t3c4co19,http://shopee.com.br/product/1293599968/53500252468,Art Supplies,Canvases & Easels,BR,0.10,1.23,-0.60,-0.56
https://cf.shopee.com.br/file/sg-11134201-824hz-me6lzi4yearr8b,http://shopee.com.br/product/280846069/27538469431,Art Supplies,Canvases & Easels,BR,0.10,8.51,,
https://cf.shopee.com.br/file/sg-11134201-7rd5i-lx3ni9zjdgi2fa,http://shopee.com.br/product/705046317/26654090428,Art Supplies,Canvases & Easels,BR,0.09,2.40,2.36,1.92
https://cf.shopee.com.br/file/sg-11134201-822yq-mi14x4zk3if678,http://shopee.com.br/product/1224706641/27344256396,Art Supplies,Canvases & Easels,BR,0.08,0.39,,
https://cf.shopee.com.br/file/sg-11134201-825zl-mjeza1e2a4n7fb,http://shopee.com.br/product/594020675/45404583597,Art Supplies,Canvases & Easels,BR,0.05,0.55,,
https://cf.shopee.com.br/file/cn-11134207-820l4-me8hqjtrkq2o7d,http://shopee.com.br/product/1469102958/43517459283,Art Supplies,Canvases & Easels,BR,0.05,0.24,,
https://cf.shopee.com.br/file/cn-11134207-820l4-mha9wrnqbll987,http://shopee.com.br/product/1594827020/58151795974,Art Supplies,Canvases & Easels,BR,0.05,0.64,,
https://cf.shopee.com.br/file/sg-11134201-825zk-mk8vdsc5tqf4d4,http://shopee.com.br/product/432201514/46855762887,Art Supplies,Canvases & Easels,BR,0.05,1.86,0.40,2.67
https://cf.shopee.com.br/file/cn-11134207-820l4-mhaboljk8c9642,http://shopee.com.br/product/1351906136/58101783708,Art Supplies,Canvases & Easels,BR,0.05,0.53,,
https://cf.shopee.com.br/file/cn-11134207-820l4-mho98m554lq9a1,http://shopee.com.br/product/1309682931/57752339492,Art Supplies,Canvases & Easels,BR,0.05,0.35,0.40,0.41
https://cf.shopee.com.br/file/cn-11134207-820l4-mg1p8lgpdn9r8a,http://shopee.com.br/product/1582998936/56800093603,Art Supplies,Canvases & Easels,BR,0.05,0.57,0.40,0.22
https://cf.shopee.com.br/file/cn-11134207-7qukw-ljoyvgii90503c,http://shopee.com.br/product/337807211/21297199849,Art Supplies,Canvases & Easels,BR,0.05,0.84,-0.72,-0.74
https://cf.shopee.com.br/file/sg-11134201-7ra3r-m4jrdumrjfh754,http://shopee.com.br/product/243243705/25590082978,Art Supplies,Canvases & Easels,BR,0.05,0.83,0.40,1.70
https://cf.shopee.com.br/file/sg-11134301-8225e-mhu8x4i5w3r663,http://shopee.com.br/product/1006215031/56203147296,Art Supplies,Color Pencils,BR,1.17,34.52,,
https://cf.shopee.com.br/file/sg-11134201-822zz-mhw21pas08owc6,http://shopee.com.br/product/1006215031/28708695255,Art Supplies,Color Pencils,BR,1.07,19.10,-0.69,-0.65
https://cf.shopee.com.br/file/cn-11134207-7ras8-mct05rxcfz7k00,http://shopee.com.br/product/428328305/43460921573,Art Supplies,Color Pencils,BR,0.75,10.98,0.27,0.07
https://cf.shopee.com.br/file/sg-11134201-7rcc9-m67t9ucdb9g76b,http://shopee.com.br/product/408963710/28126144898,Art Supplies,Color Pencils,BR,0.65,3.80,3.55,4.19
https://cf.shopee.com.br/file/sg-11134201-22120-3x2y3cyyhskve7,http://shopee.com.br/product/520132655/23809510728,Art Supplies,Color Pencils,BR,0.60,11.32,1.57,1.58
https://cf.shopee.com.br/file/sg-11134201-7rbml-lp51da90fyh2b1,http://shopee.com.br/product/469727742/22162555727,Art Supplies,Color Pencils,BR,0.58,5.42,-0.14,-0.43
https://cf.shopee.com.br/file/cn-11134207-820l4-mkp00iwt8nwk13,http://shopee.com.br/product/1573558458/44806214286,Art Supplies,Color Pencils,BR,0.35,10.19,2.27,2.03
https://cf.shopee.com.br/file/36e5278673ada55b77440dec2e4e46ec,http://shopee.com.br/product/832966445/18637878307,Art Supplies,Color Pencils,BR,0.35,19.70,0.96,0.92
https://cf.shopee.com.br/file/cn-11134207-7r98o-lkw1cob9m6qmdf,http://shopee.com.br/product/710318686/18998883966,Art Supplies,Color Pencils,BR,0.35,3.77,0.96,1.62
https://cf.shopee.com.br/file/bd490fccf3aecb4d1718a3b858cb295e,http://shopee.com.br/product/392970559/8718046443,Art Supplies,Color Pencils,BR,0.35,19.33,0.09,0.07
https://cf.shopee.com.br/file/b0717bb57a04c6e3ba54f091d86ea5f6,http://shopee.com.br/product/298498420/15880066839,Art Supplies,Color Pencils,BR,0.30,0.88,0.20,0.19
https://cf.shopee.com.br/file/sg-11134201-7rd3q-lvbi8qd4x1zl84,http://shopee.com.br/product/1172759280/29150004378,Art Supplies,Color Pencils,BR,0.30,2.10,1.80,2.28
https://cf.shopee.com.br/file/cn-11134207-7qukw-lk1sgg3g72cdb7,http://shopee.com.br/product/516528572/22896509896,Art Supplies,Color Pencils,BR,0.25,1.25,-0.12,-0.12
https://cf.shopee.com.br/file/3641a35b569b9525fa118c36ed627a72,http://shopee.com.br/product/565183388/15115803023,Art Supplies,Color Pencils,BR,0.25,9.65,0.17,0.16
https://cf.shopee.com.br/file/cn-11134207-7ras8-m4cxydep1g5332,http://shopee.com.br/product/469727742/21398810013,Art Supplies,Color Pencils,BR,0.22,2.50,-0.29,-0.13
https://cf.shopee.com.br/file/sg-11134201-822zo-mhvyt10dj0u9a8,http://shopee.com.br/product/1006215031/24320319935,Art Supplies,Color Pencils,BR,0.20,1.21,0.24,0.03
https://cf.shopee.com.br/file/sg-11134201-7rd5p-lw6mm4zkwohedd,http://shopee.com.br/product/516528572/27201889314,Art Supplies,Color Pencils,BR,0.20,0.12,0.90,-0.82
https://cf.shopee.com.br/file/sg-11134201-8261o-mkj8r9r51sli71,http://shopee.com.br/product/1006215031/45605925483,Art Supplies,Color Pencils,BR,0.20,1.60,0.40,1.15
https://cf.shopee.com.br/file/sg-11134201-7rdwo-lxukb6xo9bxb0e,http://shopee.com.br/product/184008874/29355588852,Art Supplies,Color Pencils,BR,0.20,2.93,0.87,0.59
https://cf.shopee.com.br/file/sg-11134201-22120-b9az8va3ytkv74,http://shopee.com.br/product/668088312/19942399740,Art Supplies,Color Pencils,BR,0.20,4.96,1.80,0.18
https://cf.shopee.com.br/file/sg-11134201-7rce5-lsqr1eyqavipd0,http://shopee.com.br/product/1502312925/29686869799,Art Supplies,Color Pencils,BR,0.20,1.06,-0.07,0.00
https://cf.shopee.com.br/file/sg-11134201-7rbn3-lppz0ae8n0ir90,http://shopee.com.br/product/516528572/24655046397,Art Supplies,Color Pencils,BR,0.15,0.11,2.60,0.55
https://cf.shopee.com.br/file/sg-11134201-7rdvj-mcdncbfdzwk1a8,http://shopee.com.br/product/1538689756/43259129479,Art Supplies,Color Pencils,BR,0.15,5.62,,
https://cf.shopee.com.br/file/sg-11134201-8227t-mhrt67np6gw31e,http://shopee.com.br/product/1650717589/52102462331,Art Supplies,Color Pencils,BR,0.15,3.26,,
https://cf.shopee.com.br/file/sg-11134201-822ze-mhvzrds2fu2tfd,http://shopee.com.br/product/1006215031/25622254160,Art Supplies,Color Pencils,BR,0.15,2.22,1.32,0.18
https://cf.shopee.com.br/file/sg-11134201-7rcfc-ltj9yuwheo0p02,http://shopee.com.br/product/823275046/27550340898,Art Supplies,Color Pencils,BR,0.15,0.58,0.40,-0.06
https://cf.shopee.com.br/file/sg-11134201-821fh-mgxe3pvlc5jd97,http://shopee.com.br/product/1622333483/47801178170,Art Supplies,Color Pencils,BR,0.15,0.94,-0.40,-0.19
https://cf.shopee.com.br/file/cn-11134207-7r98o-lxnk82ydz0p11d,http://shopee.com.br/product/614976657/23888528669,Art Supplies,Color Pencils,BR,0.15,23.36,-0.16,1.34
https://cf.shopee.com.br/file/sg-11134201-7rd4d-m7gcs9ah1xegbc,http://shopee.com.br/product/469727742/26429894145,Art Supplies,Color Pencils,BR,0.15,2.13,0.40,0.06
https://cf.shopee.com.br/file/cn-11134207-7r98o-llyc8xxbqjaa3b,http://shopee.com.br/product/832966445/21898969766,Art Supplies,Color Pencils,BR,0.15,7.47,-0.30,-0.35
https://cf.shopee.com.br/file/sg-11134201-7rd5y-lukelptazkk9be,http://shopee.com.br/product/262594052/25176959046,Art Supplies,Color Pencils,BR,0.12,1.04,-0.89,-0.88
https://cf.shopee.com.br/file/sg-11134201-8226k-mhta3vn1e0owfa,http://shopee.com.br/product/1006215031/44375431976,Art Supplies,Color Pencils,BR,0.10,1.05,1.80,4.51
https://cf.shopee.com.br/file/sg-11134201-7rdyl-mdmzifhq4pw9d8,http://shopee.com.br/product/1520719068/27440212717,Art Supplies,Color Pencils,BR,0.10,1.86,1.80,1.34
https://cf.shopee.com.br/file/th-11134201-23030-eh8p5uic05nv83,http://shopee.com.br/product/886638081/23628607275,Art Supplies,Color Pencils,BR,0.10,9.45,,
https://cf.shopee.com.br/file/cn-11134207-7r98o-lv1l10c2dsic45,http://shopee.com.br/product/832966445/25279193196,Art Supplies,Color Pencils,BR,0.10,3.69,,
https://cf.shopee.com.br/file/sg-11134201-7rcd4-lqu9ro8ecebl7e,http://shopee.com.br/product/298552118/25660386082,Art Supplies,Color Pencils,BR,0.10,0.87,1.80,4.26
https://cf.shopee.com.br/file/sg-11134201-7r990-lleurhagt45u32,http://shopee.com.br/product/469727742/23792352347,Art Supplies,Color Pencils,BR,0.10,3.06,1.80,1.09
https://cf.shopee.com.br/file/c0118eb0bafa6d82d8694a800e741a68,http://shopee.com.br/product/408963710/8135251061,Art Supplies,Color Pencils,BR,0.10,1.20,1.80,1.83
https://cf.shopee.com.br/file/sg-11134201-8261y-mkeykp2jcxl38e,http://shopee.com.br/product/1006215031/41028542318,Art Supplies,Color Pencils,BR,0.10,2.01,,
https://cf.shopee.com.br/file/sg-11134201-8260b-mkuzyw9ldfd11c,http://shopee.com.br/product/1006215031/44074463059,Art Supplies,Color Pencils,BR,0.05,1.53,0.40,1.57
https://cf.shopee.com.br/file/sg-11134201-7rdy8-md2xb97fcdtl4d,http://shopee.com.br/product/422424363/42111707438,Art Supplies,Color Pencils,BR,0.05,0.21,-0.30,-0.35
https://cf.shopee.com.br/file/sg-11134201-8224s-mhpwvf6wd4hy64,http://shopee.com.br/product/1208626222/47702406186,Art Supplies,Color Pencils,BR,0.05,1.52,,
https://cf.shopee.com.br/file/sg-11134201-8262o-mkgdvbtwrw94f0,http://shopee.com.br/product/1006215031/53605893080,Art Supplies,Color Pencils,BR,0.05,0.77,-0.67,-0.76
https://cf.shopee.com.br/file/sg-11134201-82624-mjjlg5f89wch61,http://shopee.com.br/product/422430757/54054772923,Art Supplies,Color Pencils,BR,0.05,0.35,,
https://cf.shopee.com.br/file/sg-11134201-8261n-mkqdtfgsb7r4a9,http://shopee.com.br/product/1006215031/45506132754,Art Supplies,Color Pencils,BR,0.05,2.28,,
https://cf.shopee.com.br/file/sg-11134201-82621-mlbsf22mb8xtc7,http://shopee.com.br/product/1006215031/55706198564,Art Supplies,Color Pencils,BR,0.05,1.36,,
https://cf.shopee.com.br/file/sg-11134201-7rccq-ltjocw58hxukf9,http://shopee.com.br/product/1049990958/25121843624,Art Supplies,Color Pencils,BR,0.05,2.93,,
https://cf.shopee.com.br/file/cn-11134207-7qukw-lfqky4uoutsbed,http://shopee.com.br/product/332233600/20974703350,Art Supplies,Color Pencils,BR,0.05,3.44,-0.07,1.28
https://cf.shopee.com.br/file/sg-11134201-7repb-m20tmhpb7qql11,http://shopee.com.br/product/469727742/28116159242,Art Supplies,Color Pencils,BR,0.05,0.20,0.17,-0.36
https://cf.shopee.com.br/file/sg-11134201-7qves-ljw3iysxt2it43,http://shopee.com.br/product/516528572/18497210760,Art Supplies,Color Pencils,BR,0.05,0.17,0.12,0.22
https://cf.shopee.com.br/file/sg-11134201-81zut-mipqy88micxv92,http://shopee.com.br/product/230709939/42520735619,Art Supplies,Color Pencils,BR,0.05,1.49,,
https://cf.shopee.com.br/file/sg-11134201-8260b-ml7pboni9eki51,http://shopee.com.br/product/217627871/44606565561,Art Supplies,Color Pencils,BR,0.05,1.56,,
https://cf.shopee.com.br/file/cn-11134207-7qukw-lgf3aq3tyqdk85,http://shopee.com.br/product/469727742/20796918601,Art Supplies,Color Pencils,BR,0.05,2.07,,
https://cf.shopee.com.br/file/sg-11134201-82632-mlbse90o6sxw52,http://shopee.com.br/product/1006215031/45706177378,Art Supplies,Color Pencils,BR,0.05,1.34,,
https://cf.shopee.com.br/file/cn-11134207-7r98o-lthnbqu6os7x05,http://shopee.com.br/product/428892111/24501673680,Art Supplies,Color Pencils,BR,0.05,10.68,0.40,7.43
https://cf.shopee.com.br/file/sg-11134201-81zvc-midvdymfxukm39,http://shopee.com.br/product/1387075233/48100775868,Art Supplies,Color Pencils,BR,0.05,3.78,-0.30,-0.21
https://cf.shopee.com.br/file/010c36bab49615bba4b950c2103abdf5,http://shopee.com.br/product/573152761/15322887136,Art Supplies,Color Pencils,BR,0.05,2.50,0.40,0.52
https://cf.shopee.com.br/file/sg-11134201-8262d-mlbsgbf87ytf31,http://shopee.com.br/product/1006215031/46906230089,Art Supplies,Color Pencils,BR,0.05,1.24,,
https://cf.shopee.com.br/file/sg-11134201-22120-rtrbt4tjh3kv97,http://shopee.com.br/product/520132655/14095772503,Art Supplies,Color Pencils,BR,0.04,8.59,-0.42,0.51
https://cf.shopee.com.br/file/sg-11134201-8260h-mkj8pbb0ny1411,http://shopee.com.br/product/1006215031/53355887100,Art Supplies,Color Pencils,BR,0.02,1.57,-0.77,-0.26
https://cf.shopee.com.br/file/cn-11134211-820l4-mk4s1z02aayobb,http://shopee.com.br/product/1419218663/27971727179,Art Supplies,Crayons & Pastels,BR,2.45,15.47,-0.31,-0.33
https://cf.shopee.com.br/file/sg-11134201-7rdxv-mcjyc205cbje91,http://shopee.com.br/product/1530311385/41709842570,Art Supplies,Crayons & Pastels,BR,0.65,9.29,8.10,6.63
https://cf.shopee.com.br/file/1708c1c3f7e4425c1d6ceddad504b884,http://shopee.com.br/product/442786760/26229718307,Art Supplies,Crayons & Pastels,BR,0.40,1.64,10.20,4.99
https://cf.shopee.com.br/file/sg-11134201-7rdxt-mc9mt06kzmptbb,http://shopee.com.br/product/1585644226/42608748356,Art Supplies,Crayons & Pastels,BR,0.40,21.55,1.80,1.47
https://cf.shopee.com.br/file/sg-11134201-7qve3-lj0y9fais7pp6a,http://shopee.com.br/product/469727742/20797134851,Art Supplies,Crayons & Pastels,BR,0.40,3.43,0.87,1.15
https://cf.shopee.com.br/file/sg-11134201-7qvg2-ljwpozs8f90r45,http://shopee.com.br/product/469727742/19598781826,Art Supplies,Crayons & Pastels,BR,0.30,6.84,0.40,1.03
https://cf.shopee.com.br/file/d8ba95524358d3dc7301a9a45734ce3c,http://shopee.com.br/product/422420983/11900470184,Art Supplies,Crayons & Pastels,BR,0.25,6.58,6.00,6.27
https://cf.shopee.com.br/file/sg-11134201-824hv-meqethbmku879b,http://shopee.com.br/product/1256822330/40219277746,Art Supplies,Crayons & Pastels,BR,0.25,16.26,3.67,2.97
https://cf.shopee.com.br/file/cn-11134207-7qukw-lf44h3l6bpuy3e,http://shopee.com.br/product/288005274/23836204659,Art Supplies,Crayons & Pastels,BR,0.25,8.31,0.17,1.82
https://cf.shopee.com.br/file/sg-11134201-7qvdf-lh60pf13fuw32a,http://shopee.com.br/product/516528572/20398538756,Art Supplies,Crayons & Pastels,BR,0.23,1.46,-0.09,-0.34
https://cf.shopee.com.br/file/sg-11134201-822xg-mhw0bqkzruv8cb,http://shopee.com.br/product/1006215031/26405695519,Art Supplies,Crayons & Pastels,BR,0.22,1.78,0.06,0.15
https://cf.shopee.com.br/file/sg-11134201-7rblh-lmybxjat9q3d09,http://shopee.com.br/product/516528572/16499211545,Art Supplies,Crayons & Pastels,BR,0.22,1.80,-0.58,-0.52
https://cf.shopee.com.br/file/sg-11134201-81zvn-mj1318ajgr2ecb,http://shopee.com.br/product/1613663900/54204075546,Art Supplies,Crayons & Pastels,BR,0.20,1.62,0.87,0.76
https://cf.shopee.com.br/file/sg-11134201-7rd52-lvol7benl96m5f,http://shopee.com.br/product/206138326/28550859750,Art Supplies,Crayons & Pastels,BR,0.20,7.20,,
https://cf.shopee.com.br/file/sg-11134201-8260i-mj8ifho132f424,http://shopee.com.br/product/230709939/40277276514,Art Supplies,Crayons & Pastels,BR,0.15,3.38,3.20,3.72
https://cf.shopee.com.br/file/sg-11134201-81zww-miehg2gbc9vqf5,http://shopee.com.br/product/902622818/46803301200,Art Supplies,Crayons & Pastels,BR,0.11,1.48,1.10,1.44
https://cf.shopee.com.br/file/sg-11134201-8262y-mkhiz8lwii2u61,http://shopee.com.br/product/1006215031/56203803249,Art Supplies,Crayons & Pastels,BR,0.10,2.86,-0.30,-0.20
https://cf.shopee.com.br/file/sg-11134201-822x7-mhw6s3lsoxkxa2,http://shopee.com.br/product/1006215031/42921338139,Art Supplies,Crayons & Pastels,BR,0.10,0.30,,
https://cf.shopee.com.br/file/sg-11134201-81zvm-midvdwzskpvo5a,http://shopee.com.br/product/1387075233/57200611015,Art Supplies,Crayons & Pastels,BR,0.10,2.90,,
https://cf.shopee.com.br/file/sg-11134201-7rdvu-m1fd00jzi0igf7,http://shopee.com.br/product/902622818/29014197244,Art Supplies,Crayons & Pastels,BR,0.09,4.73,-0.05,1.63
https://cf.shopee.com.br/file/sg-11134201-82626-mkhizhe6g4ci14,http://shopee.com.br/product/1006215031/49704649539,Art Supplies,Crayons & Pastels,BR,0.07,0.89,,
https://cf.shopee.com.br/file/sg-11134201-81zu0-miof63bitf5vd3,http://shopee.com.br/product/230709939/56303371273,Art Supplies,Crayons & Pastels,BR,0.05,1.01,-0.30,-0.29
https://cf.shopee.com.br/file/sg-11134201-8260s-mjb9agr9g9a95a,http://shopee.com.br/product/303758430/55504468773,Art Supplies,Crayons & Pastels,BR,0.05,0.36,0.40,0.56
https://cf.shopee.com.br/file/sg-11134201-7rdvu-mck6y0xtlak3fc,http://shopee.com.br/product/1224706641/48504785712,Art Supplies,Crayons & Pastels,BR,0.05,0.15,,
https://cf.shopee.com.br/file/sg-11134202-81zts-mix6ek1ks6ip49,http://shopee.com.br/product/1713473067/50504012777,Art Supplies,Crayons & Pastels,BR,0.05,5.41,,
https://cf.shopee.com.br/file/sg-11134201-82627-mjh3lob1nbpffd,http://shopee.com.br/product/1721333881/45504687345,Art Supplies,Crayons & Pastels,BR,0.05,0.89,,
https://cf.shopee.com.br/file/sg-11134201-22120-8rva5lhnunlv82,http://shopee.com.br/product/469727742/43915085487,Art Supplies,Crayons & Pastels,BR,0.05,0.81,-0.53,-0.72
https://cf.shopee.com.br/file/b00722593a078dbaaf43bfad9e453703,http://shopee.com.br/product/298552118/7850445530,Art Supplies,Crayons & Pastels,BR,0.05,1.32,,
https://cf.shopee.com.br/file/cn-11134207-820l4-mk0ogn5b7oqt9c,http://shopee.com.br/product/1615206327/46255467875,Art Supplies,Crayons & Pastels,BR,0.05,0.31,-0.30,-0.59
https://cf.shopee.com.br/file/sg-11134202-81zuo-mix6ggrihfr412,http://shopee.com.br/product/1713473067/44477691757,Art Supplies,Crayons & Pastels,BR,0.05,3.87,,
https://cf.shopee.com.br/file/sg-11134201-8262v-mlh5t521g8hse3,http://shopee.com.br/product/1659213716/47456861964,Art Supplies,Crayons & Pastels,BR,0.05,0.57,,
https://cf.shopee.com.br/file/sg-11134201-7rd5q-m6xza760plbd51,http://shopee.com.br/product/754591787/27078312221,Art Supplies,Crayons & Pastels,BR,0.03,1.96,-0.83,-0.17
https://cf.shopee.com.br/file/sg-11134201-8225u-mho7yo7wr8jmff,http://shopee.com.br/product/495673421/57652340614,Art Supplies,Crayons & Pastels,BR,0.03,2.07,,
https://cf.shopee.com.br/file/sg-11134201-825zs-mk3uy5abnqbm45,http://shopee.com.br/product/902622818/57605629009,Art Supplies,Crayons & Pastels,BR,0.03,0.51,-0.44,-0.48
https://cf.shopee.com.br/file/sg-11134201-82631-ml6gb7ikxc7jbc,http://shopee.com.br/product/1256822330/27094282447,Art Supplies,Crayons & Pastels,BR,0.03,1.23,,
https://cf.shopee.com.br/file/sg-11134201-22120-k3ol699gkjlvbd,http://shopee.com.br/product/469727742/18169733263,Art Supplies,Crayons & Pastels,BR,0.02,0.14,-0.53,-0.31
https://cf.shopee.com.br/file/sg-11134201-7rd4d-lwwx9b0sg3mob8,http://shopee.com.br/product/902622818/28103626554,Art Supplies,Crayons & Pastels,BR,0.01,0.04,,
https://cf.shopee.com.br/file/cn-11134207-7ras8-m545wzdzydo672,http://shopee.com.br/product/1398191079/26423784674,Art Supplies,Others,BR,16.90,138.69,1.52,1.59
https://cf.shopee.com.br/file/cn-11134207-7ras8-m8ltetlvyr6lac,http://shopee.com.br/product/1469102958/29232876272,Art Supplies,Others,BR,16.73,127.11,1.41,1.49
https://cf.shopee.com.br/file/cn-11134207-7ras8-m67scj85zw9d5b,http://shopee.com.br/product/1354650881/27276145411,Art Supplies,Others,BR,16.35,123.63,-0.14,-0.09
